ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0114,New Popup,"Ph. A. Step 7 -- New info box called ""Things to consider– Collecting disaggregated data:""",,"Add Pop up called ""Things to consider– Collecting disaggregated data:"", with the following text for the body:                                                                                                                                                                                     •	To assess the impact of the investment project on women, men and gender diverse peoples, data should be collected and presented separately on individuals of various genders. Take a moment at the start of your assessment to plan how your team will consider gender and collect sex disaggregated data throughout the assessment process, to monitor and evaluate the impact of the project on the lives of women and gender diverse peoples. It may also be helpful to collect disaggregated data about other aspects of identity, such as age, ethnicity, disability, religion, and caste, in accordance with local legislation. This will enable a more comprehensive analysis of the data once you have completed your assessment. (See definition of sex-disaggregated data in the Getting Started section that can be accessed from the Welcome page of the tool)","Collecter des données désagrégées :
•	Pour évaluer l'impact du projet d'investissement sur les femmes, les hommes et les personnes non-conformes au genre, les données doivent être collectées et présentées séparément sur les individus de différents genres. Prenez un moment au début de votre évaluation pour planifier la manière dont votre équipe tiendra compte du genre et collectera des données ventilées selon le genre tout au long du processus d'évaluation, afin de suivre et d'évaluer l'impact du projet sur la vie des femmes et des personnes non-conformes au genre. Il peut également être utile de recueillir des données désagrégées sur d'autres aspects de l'identité, tels que l'âge, l'origine ethnique, le handicap, la religion et la caste, conformément à la législation locale. Cela permettra une analyse plus complète des données une fois que vous aurez terminé votre évaluation. (Voir la définition des données ventilées selon le genre dans la section ""Pour bien débuter"" qui se trouve sur la page de bienvenue du guide.)","Recopilación de datos desglosados:
•	A fin de evaluar el impacto del proyecto de inversión en las mujeres, los hombres y las personas de género diverso, los datos se deberían recopilar y presentar por separado respecto a personas de distintos géneros. Dense ustedes un momento al comienzo de su evaluación para planear cómo el equipo considerará el género y recopilará datos desagregados a lo largo del proceso de evaluación, a fin de monitorear y evaluar el impacto del proyecto en la vida de las mujeres y las personas de género diverso. Podría resultar útil, asimismo, recopilar datos desglosados sobre otros aspectos de la identidad, como edad, etnicidad, discapacidad, religión y casta, según la legislación local. Esto permitirá un análisis más integral de los datos una vez que ustedes hayan concluido su valoración. (Véase la definición de datos desglosados por género en la sección Primeros Pasos en la página de bienvenida).",EN,TRUE,,,,,
C0115,New Popup,"Ph. A. Step 7 -- New info box called ""Experience from case studies""",,"Add Pop up called ""Experience from case studies"", with the following text for the body:                                                                                                                                                                                     •	In Peru, the impact assessment revealed a negative impact on the right to adequate housing, as the team found a greater concentration of lead in the walls and floors of homes near the smelter complex. When women spend significantly more time at home than their family, they experience greater exposure to these toxins, which increases the health risks they face.  The impact assessment also revealed pregnant women to be more vulnerable to lead contamination and the toxins emitted by the smelter complex. These pollutants disrupted hormone levels, caused fertility problems, negatively impacted blood health and increased women’s risk of anemia, and increased their likelihood of miscarriage. (Cepema-Lulay, Case study La Oroya)","o	Au Pérou, l'étude d'impact a révélé un impact négatif sur le droit à un logement adéquat, l'équipe ayant constaté une plus grande concentration de plomb dans les murs et les sols des maisons situées à proximité du complexe de la fonderie. Lorsque les femmes passent beaucoup plus de temps à la maison que leur famille, elles sont davantage exposées à ces toxines, ce qui augmente les risques pour leur santé.  L'étude d'impact a également révélé que les femmes enceintes étaient plus vulnérables à la contamination au plomb et aux toxines émises par le complexe de la fonderie. Ces polluants perturbent les niveaux d'hormones, causent des problèmes de fertilité, ont un impact négatif sur la santé du sang et augmentent le risque d'anémie des femmes, ainsi que leur probabilité de faire une fausse couche. (Cepema-Lulay, étude de cas La Oroya)","o	En Perú, la evaluación de impactos reveló un impacto negativo en el derecho a la vivienda adecuada, pues el equipo halló una mayor concentración de plomo en las paredes y los pisos de viviendas cercanas al complejo de fundición. Cuando las mujeres pasan mucho más tiempo en casa que los hombres, quedan más expuestas a estas toxinas, lo que aumenta los riesgos de salud para ellas. La evaluación de impacto reveló también que las embarazadas eran más vulnerables a la contaminación por plomo y a las toxinas emitidas por el complejo de fundición. Estos contaminantes perturbaron las concentraciones de hormonas, causaron problemas de fertilidad, tuvieron un impacto negativo en la sangre y aumentaron tanto el riesgo de anemia como la posibilidad de aborto espontáneo de las mujeres. (Cepema-Lulay, caso de estudio de La Oroya)",EN,TRUE,,,,,
C0116,Edit Text,Ph. A Step 7 -- Different ways of collecting information,"Different ways of collecting information
Meetings and interviews: There are different types of meetings and interviews that you may want to consider. For example, in some cases you may decide to conduct the interview on a personal basis, while in other cases group discussions will be more appropriate. More information on interview types and methods is provided in Step 15. Adequate preparation should be done prior to every meeting or interview, particularly in the development of pertinent questions.

Document analysis: For many parts of the investigation process you will need to examine several documents (such as newspapers, non-governmental organization reports). Government policies and programmes may be found in government documents and company policies on matters relating to human rights may be in the company’s code of conduct.

Experts: In some cases, it may be necessary to seek an expert’s opinion on a specific topic or on where to find certain information. For example, you may need to hire experts to undertake water samples or you may need to collect medical information from local clinics. In other cases, experts may be needed to analyze information that you already have. For example, experts may help analyze a document provided by the company, such as its annual environmental report or water quality data.","Add: o	It may be helpful to utilize creative methods for engaging your team when making a plan for how to collect information. Below are several creative activities that can help teams to generate new ideas and hear everyone’s perspectives.
▪	Generating Ideas from everyone in a large group: https://www.sessionlab.com/methods/1-2-4-all
▪	Introvert Friendly Idea Generation: https://www.sessionlab.com/methods/walking-brainstorm
▪	More tools can be found at: https://www.sessionlab.com/library/issue-analysis","•	Il peut être utile d'utiliser des méthodes créatives pour faire participer votre équipe lors de l'élaboration d'un plan pour la collecte d'informations. Vous trouverez ci-dessous plusieurs activités créatives qui peuvent aider les équipes à générer de nouvelles idées et à entendre les perspectives de chacun.
▪	Générer des idées de tout le monde dans un grand groupe : https://www.sessionlab.com/methods/1-2-4-all
▪	Génération d'idées adaptée aux introvertis : https://www.sessionlab.com/methods/walking-brainstorm
▪	Vous trouverez d'autres outils à l'adresse suivante : https://www.sessionlab.com/library/issue-analysis","o	Podría ser provechoso utilizar métodos creativos para la interacción del equipo al trazar un plan para la recopilación de la información. A continuación ofrecemos distintas actividades creativas que pueden servir para que los equipos generen nuevas ideas y oigan las perspectivas de cada persona.
▪	Generar ideas de todos en un grupo grande: https://www.sessionlab.com/methods/1-2-4-all
▪	Generación de ideas para personas introvertidas: https://www.sessionlab.com/methods/walking-brainstorm
▪	Para consultar más herramientas, pueden acudir a: https://www.sessionlab.com/library/issue-analysis",EN,,TRUE,,,,
C0118,New Info Box,Ph. A Step 8 -- New gender info box,,"Add new onscreen gender box: When developing the work plan and attributing responsibilities, make sure to provide adequate resources to enable everyone on the team to take on meaningful roles and responsibilities. Special attention should be paid so that women and gender diverse peoples are supported and able to take on decision making roles. This can help create a gender transformative process. (ADD A LEARN MORE ICON HERE)","Lors de l'élaboration du plan de travail et de l'attribution des responsabilités, veillez à fournir des ressources adéquates pour permettre à chaque membre de l'équipe d'assumer des rôles et des responsabilités significatifs. Il convient de veiller tout particulièrement à ce que les femmes et les personnes non-conformes au genre soient soutenues et puissent assumer des rôles décisionnels. Cela peut contribuer à créer un processus de transformation du genre. (Pour en savoir plus, cliquez sur l'icône)","Al desarrollar el plan de trabajo y atribuir responsabilidades, cerciórense de proporcionar recursos adecuados que le permitan a cada integrante del equipo asumir papeles y responsabilidades adecuados. Es preciso dedicar atención especial para que las mujeres y las personas de género diverso tengan apoyo y puedan asumir papeles de toma de decisiones. Esto puede contribuir a crear un proceso transformativo de género. (Icono de “Para saber más”)",EN,TRUE,,,,,
C0119,New Info Box,"Ph. A. Step 7 -- New gender info box called ""Incorporating Gender into your assessment""",,"Add new gender info box with name: ""Incorporating Gender into your assessment "", and the following text for the body:
•	Take time to envision how you will incorporate gender into your assessment, and keep in mind the possibility that any negative impacts of the project will be born disproportionately by women and gender diverse peoples as you begin this process. If so, you may want to consider selecting the right to gender equality in step 13 & 14 to evaluate these gendered effects more extensively. If not, given the nature of the right to gender equality as a cross-cutting principle, gender considerations are incorporated into all other rights listed in Step 13. See examples of gender impacts in step 15. 
•	The inclusion of representative gender composition and gender expertise on your team, women and minorities among consulted community members, and sex-disaggregated data will strengthen the credibility of your process.","Intégrer le genre dans votre évaluation
•	Prenez le temps d'envisager comment vous allez intégrer le genre dans votre évaluation, et gardez à l'esprit la possibilité que tout impact négatif du projet sera supporté de manière disproportionnée par les femmes et les personnes non-conformes au genre lorsque vous commencez ce processus. Si c'est le cas, vous pouvez envisager de sélectionner le droit à l'égalité de genre aux étapes 13 et 14 pour évaluer ces effets sexospécifiques de manière plus approfondie. Sinon, étant donné la nature du droit à l'égalité de genre en tant que principe transversal, les considérations de genre sont incorporées dans tous les autres droits énumérés à l'étape 13. Voir les exemples d'effets sexospécifiques à l'étape 15. 
•	L'inclusion d'une composition de genre représentative et d'une expertise en matière de genre dans votre équipe, de femmes et de minorités parmi les membres de la communauté consultés, et de données ventilées selon le genre renforcera la crédibilité de votre processus.","Incorporar el Género a su evaluación 
•	Dense el tiempo de contemplar cómo van a incorporar el género a su evaluación y tengan presente la posibilidad de que algún impacto negativo del proyecto lo sobrelleven de manera desproporcionada las mujeres y las personas de género diverso al comenzar el proceso. En caso afirmativo, tal vez convenga seleccionar el derecho a la igualdad de género en los Pasos 13 y 14 para evaluar de manera más extensa estos efectos de género. En caso negativo, dada la índole del derecho a la igualdad de género como principio transversal, se incorporan consideraciones de género a todos los otros derechos enunciados en el Paso 13. Véanse ejemplos de impactos de género en el Paso 15. 
•	La inclusión de una composición de género y experticia de género representativas en su equipo, mujeres y minorías entre las personas de la comunidad consultadas y datos desglosados por género fortalecerá la credibilidad de su proceso.",EN,TRUE,,,,,
C0120,New Popup,"Ph. A. Step 7 -- New gender pop up called ""Important gender considerations as the team plans the data collection""",,"Add gender Pop up called ""Important gender considerations as the team plans the data collection"", with the following text for the body:                                                                   Care should be taken to: 
•	Ensure that meetings and processes are timed appropriately to allow for women’s, gender diverse peoples’ and men’s participation.
•	Include processes such as interviews, focus groups and meetings that engage women and gender diverse peoples separately from men – held alongside community meetings that involve both men and women – to ensure that women can freely express themselves.
•	Ensure that language and information materials are accessible to women and gender diverse peoples, including those with limited literacy. So there may be a need to translate some material before starting the engagement. 
•	Include female facilitators and interpreters in project team. 
•	Facilitate feedback sessions to women, and gender diverse peoples, separately, and to individuals collectively and ensure that women and gender diverse peoples are involved and participate in the review of findings and analysis.  
•	Involve representatives of different cultural, ethnic and socio-economic groups from within the community. 
•	Identify ways to overcome practical and cultural barriers to women’s and gender diverse peoples’ participation. For example:
o	The team could consider providing childcare services or making sure the space provided for meetings is child friendly
o	The team should ensure meeting spaces are accessible to those with physical or mental disabilities
•	The team should take extra care to preserve the privacy of gender diverse people’s perspectives.
•	Identify any safety risks related to women’s or gender diverse peoples’ participation and implement ways to mitigate these risks. For example:
o	The team could hold meetings in areas and at times that women and gender diverse peoples can safely access.
o	The team could make thoughtful choices about how they should organize meetings with regard to the gender identity of participants.
Source: Adapted from Oxfam Australia and Australian Aid entitled A Guide to Gender Impact Assessment for the Extractive Industries","Considérations importantes sur le genre lorsque l'équipe planifie la collecte de données

▪ Il faut veiller à : 
•	S'assurer que les réunions et les processus sont programmés de manière appropriée pour permettre la participation des femmes, des personnes non-conformes au genre et des hommes.
•	Inclure des processus tels que des entretiens, des groupes de discussion et des réunions qui impliquent les femmes et les personnes non-conformes au genre séparément des hommes - tenus parallèlement aux réunions communautaires qui impliquent à la fois les hommes et les femmes - pour s'assurer que les femmes peuvent s'exprimer librement.
•	Veillez à ce que le langage et le matériel d'information soient accessibles aux femmes et aux personnes non-conformes au genre, y compris celles qui sont peu alphabétisées. Il peut donc s'avérer nécessaire de traduire certains documents avant de commencer l'engagement. 
•	Incluez des animatrices et des interprètes féminines dans l'équipe du projet. 
•	Organisez des séances de retour d'information pour les femmes et les personnes non-conformes au genre, collectivement, et pour les individus, séparément, et assurez-vous que les femmes et les personnes non-conformes au genre soient impliquées et participent à l'examen des résultats et de l'analyse.  
•	Impliquer des représentants de différents groupes culturels, ethniques et socio-économiques au sein de la communauté. 
•	Identifier les moyens de surmonter les obstacles pratiques et culturels à la participation des femmes et des personnes non-conformes au genre. Par exemple
o	L'équipe pourrait envisager de fournir des services de garde d'enfants ou de s'assurer que l'espace fourni pour les réunions est adapté aux enfants.
o	L'équipe doit s'assurer que les espaces de réunion sont accessibles aux personnes souffrant d'un handicap physique ou mental.
•	L'équipe doit veiller à préserver la confidentialité des points de vue des personnes de genres variés.
•	Identifier tout risque de sécurité lié à la participation des femmes ou des personnes non-conformes au genre et mettre en œuvre des moyens pour atténuer ces risques. Par exemple
o	L'équipe peut organiser des réunions dans des endroits et à des moments auxquels les femmes et les personnes non-conformes au genre peuvent accéder en toute sécurité.
o	L'équipe pourrait faire des choix réfléchis sur la façon d'organiser les réunions en tenant compte de l'identité sexuelle des participants.
Source : Adapté d'Oxfam Australie et Australian Aid, intitulé A Guide to Gender Impact Assessment for the Extractive Industries.","Consideraciones de género importantes al planear la recopilación de datos
▪	Hay que procurar: 
•	Asegurarse de que las reuniones y procesos duren y se agenden como corresponda para que puedan participar en ellos mujeres, personas de género diverso y hombres.
•	Incluir procesos como entrevistas, grupos de sondeo (focus groups) y reuniones donde mujeres y personas de género diverso interactúen aparte de los hombres –y que se celebren al mismo tiempo que reuniones comunitarias donde se involucre tanto a hombres como a mujeres– para garantizar que las mujeres puedan expresarse con libertad.
•	Asegurarse de que la redacción y el material informativo estén al alcance de mujeres y personas de género diverso, incluidas las de pocos estudios. Tal vez sea necesario traducir algunas materiales antes de comenzar la interacción. 
•	Incluir a facilitadoras e intérpretes mujeres en el equipo del proyecto. 
•	Facilitar las sesiones de retroalimentación a las mujeres y personas de género diverso por separado y a individuos en colectivo y asegurarse de que las mujeres y las personas de género diverso estén involucradas y participen en la revisión de hallazgos y análisis.  
•	Involucrar a representantes de distintos grupos culturales, étnicos y socioeconómicos de dentro de la comunidad. 
•	Identificar modos de superar barreras prácticas y culturales para la participación de las mujeres y las personas de género diverso. Por ejemplo:
o	El equipo podría considerar brindar equipos de guardería o asegurarse de que el espacio proporcionado para las reuniones sea acogedor para menores de edad
o	El equipo debe asegurarse de que los espacios sean accesibles para personas con discapacidades físicas o mentales
•	El equipo debe ser particularmente cuidadoso de preservar la privacidad de las perspectivas de las personas de género diverso.
•	Identificar todo riesgo de seguridad relacionado con la participación de las mujeres y las personas de género diverso e implementar maneras de mitigar dichos riesgos. Por ejemplo:
o	El equipo puede celebrar reuniones en áreas y momentos de acceso seguro para las mujeres y las personas de género diverso.
o	El equipo podría tomar decisiones reflexivas respecto al modo de organizar reuniones en consideración de la identidad de género de las personas participantes.
Fuente: Adaptado de Oxfam Australia y Australian Aid, A Guide to Gender Impact Assessment for the Extractive Industries",EN,TRUE,,,,,
C0121,New Popup,Ph. A Step 8 -- end of info box added above,,"Add gender Pop up called ""To learn more"", with the following text for the body:                                                                   “Make sure that funding has been set aside to conduct gender-specific research, objectives, or to retain a gender advisor. Make sure that funding has also been set aside to support the participation of women’s rights activists and organizations (make sure you are compensating them for their time, travel and meals away from home). Ensuring adequate resources are available is a critical part of making sure that the vision for gender-integrated or gender-focused influencing becomes a reality, and it’s an important part of having a feminist approach.”
Source: Oxfam’s Guide to Feminist Influencing https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/",""" Assurez-vous que des fonds ont été mis de côté pour mener des recherches et des objectifs spécifiques au genre, ou pour retenir les services d'un conseiller en matière de genre. Assurez-vous que des fonds ont également été réservés pour soutenir la participation de militants et d'organisations de défense des droits des femmes (veillez à les indemniser pour leur temps, leurs déplacements et leurs repas en dehors de chez eux). S'assurer que des ressources adéquates sont disponibles est un élément essentiel pour faire en sorte que la vision d'une influence intégrée ou axée sur le genre devienne une réalité, et c'est un élément important d'une approche féministe.""
Source : Guide d'Oxfam sur l'influence féministe https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/","“Asegúrense de que se hayan apartado fondos para llevar a cabo investigación y objetivos específicos en materia de género, o para contratar a una persona asesora en la materia. Cerciórense de que se hayan reservado fondos también para apoyar la participación de activistas y organizaciones pro derechos de la mujer (asegúrense de que se les remuneren su tiempo, traslados y alimentos fuera de su domicilio). Garantizar que se disponga de recursos suficientes es parte crítica de asegurarse de la visión de una influencia con integración de género o enfoque de género se vuelta realidad y es parte importante de contar con un enfoque feminista.”
Fuente: Guía de Oxfam a la influencia feminista (Oxfam’s Guide to Feminist Influencing): https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/",EN,TRUE,,,,,
C0123,Edit Text,"Ph. B Step 10 -- Definitions -- What is the difference between a signature, ratification and accession?","What is the difference between a signature, ratification and accession?
Signature is the first step in the ratification of a treaty. To sign a declaration, convention, or one of the covenants constitutes a promise by the state to adhere to the principles in the document and to honour its spirit. Ratification is the process by which a country’s legislative body confirms the state’s signature thus making the treaty law. It is the formal procedure by which a state becomes bound to a treaty after its acceptance. A state that has not participated in the negotiation or the drafting of a treaty will adhere to it rather than ratify it. The obligations are the same as for ratification.

When a state ratifies or accedes to an international or regional treaty, it commits itself to international scrutiny of its human rights record as pertaining to that treaty. International human rights standards establish legal obligations for states. When ratifying a treaty, a state is allowed to make reservations to the document. Making a reservation means that the state makes an exception to the treaty or on specific issues or set of issues, excludes or modifies how certain provisions are applied, or wishes to ensure a certain interpretation of a provision.

Source: A Human Rights Glossary, www1.umn.edu/humanrts","Replace the word “adhere” by “accede” in the following sentence:
A state that has not participated in the negotiation or the drafting of a treaty will accede to it rather than ratify it. The obligations are the same as for ratification.",,,EN,,TRUE,,,,
C0124,Edit Text,"Ph. B Step 10 -- Definitions -- What is the difference between a signature, ratification and accession?","What is the difference between a signature, ratification and accession?
Signature is the first step in the ratification of a treaty. To sign a declaration, convention, or one of the covenants constitutes a promise by the state to adhere to the principles in the document and to honour its spirit. Ratification is the process by which a country’s legislative body confirms the state’s signature thus making the treaty law. It is the formal procedure by which a state becomes bound to a treaty after its acceptance. A state that has not participated in the negotiation or the drafting of a treaty will adhere to it rather than ratify it. The obligations are the same as for ratification.

When a state ratifies or accedes to an international or regional treaty, it commits itself to international scrutiny of its human rights record as pertaining to that treaty. International human rights standards establish legal obligations for states. When ratifying a treaty, a state is allowed to make reservations to the document. Making a reservation means that the state makes an exception to the treaty or on specific issues or set of issues, excludes or modifies how certain provisions are applied, or wishes to ensure a certain interpretation of a provision.

Source: A Human Rights Glossary, www1.umn.edu/humanrts","Remove: When ratifying a treaty, a state is allowed to make reservations to the document. Making a reservation means that the state makes an exception to the treaty or on specific issues or set of issues, excludes or modifies how certain provisions are applied, or wishes to ensure a certain interpretation of a provision.","Remove:  Lorsqu’il ratifie un traité, un État est autorisé à ajouter des réserves au document. L’introduction d’une réserve permet à l’État d’établir une exception au traité sur certaines questions ou séries de questions, d’exclure certaines dispositions ou d’en modifier le mode d’application, ou de faire en sorte qu’une disposition soit interprétée d’une façon précise.","Remove: Cuando un Estado ratifica un tratado puede formular reservas al documento. Hacer una reserva significa que el Estado hace una excepción de cuestiones o grupos de cuestiones específicas del tratado, excluye o modifica la forma de aplicación de ciertas cuestiones o desea asegurar que una disposición se interprete de una cierta manera. En otras palabras, el Estado no está de acuerdo con seguir ciertas partes del documento tal como fue firmado.",EN,,TRUE,,,,
C0125,New Popup,"Ph. B Step 10 -- Below ""What is the difference between a signature, ratification and accession?"" -- New question & ""Definition"" pop up",,"Add the question ""What is a reservation, understanding, or declaration?"" below ""What is the difference between a signature, ratification and accession?"".

Add definition pop up with the following text:
- When ratifying a treaty, a state is allowed to make reservations understandings, declarations, or interpretive statements with regard to the document. 
- Through these statements a state can modify the legal obligations it agrees to under the treaty, express its interpretation of a certain provision, or agree to additional obligations provided for in the treaty. All of these statements only apply to the obligations and understandings of the state making the statement and do not affect the obligations of other states.
- While not always referred to by the most correct term, these statements generally fall into three categories: reservations, interpretive declarations, and mandatory or optional declarations. Making a reservation means that the state makes an exception to the treaty or on specific issues or set of issues, excludes or modifies how certain provisions are applied, or wishes to ensure a certain interpretation of a provision. Through an interpretive declaration a state can clarify its understanding of a portion or the entirety of a treaty, but does not purport to change the meaning or obligations of that portion. Optional or mandatory declarations are statements specifically provided for in the treaty. Through an optional declaration a treaty provides for a state to make a statement if the state wants to; if the state chooses to make the optional declaration, it is legally binding. For a mandatory declaration the treaty requires that each state party make a declaration that is also legally binding on the state. 
- It is important to pay attention to any statements your government has made in conjunction with signing, ratifying, or acceding to a treaty as these can affect the legal obligations of the state. Additionally, a state can improperly refer to a statement is makes; therefore it is important to look at what the statement is purporting to do and not what the statement is called.
- (Source:  The UN Treaty Handbook (pgs 12-17) available here: https://treaties.un.org/doc/source/publications/THB/English.pdf

Source: Adapted from UN Treaty Handbook found here (pages 12-17): https://treaties.un.org/doc/source/publications/THB/English.pdf","Add the following question under ""Quelle est la différence entre la signature, la ratification et l'adhésion?""

Qu'est-ce qu'une réserve, un accord ou une déclaration ?
And ADD THE FOLLOWING CONTENT OF DEFINITION POP-UP
- Lorsqu'il ratifie un traité, un État est autorisé à formuler des réserves, des accords, des déclarations ou des déclarations interprétatives concernant le document. Par ces déclarations, un État peut modifier les obligations juridiques qu'il accepte en vertu du traité, exprimer son interprétation d'une certaine disposition ou accepter des obligations supplémentaires prévues par le traité. Toutes ces déclarations ne s'appliquent qu'aux obligations et aux accords de l'État qui les fait et n'affectent pas les obligations des autres États.
- Bien qu'elles ne soient pas toujours désignées par le terme le plus correct, ces déclarations se répartissent généralement en trois catégories : les réserves, les déclarations interprétatives et les déclarations obligatoires ou facultatives. Faire une réserve signifie que l'État fait une exception au traité ou sur des questions spécifiques ou un ensemble de questions, exclut ou modifie la façon dont certaines dispositions sont appliquées, ou souhaite garantir une certaine interprétation d'une disposition. Par une déclaration interprétative, un Etat peut clarifier sa compréhension d'une partie ou de l'intégralité d'un traité, mais ne prétend pas changer le sens ou les obligations de cette partie. Les déclarations facultatives ou obligatoires sont des déclarations spécifiquement prévues par le traité. Par le biais d'une déclaration facultative, un traité prévoit qu'un État peut faire une déclaration s'il le souhaite ; si l'État choisit de faire la déclaration facultative, celle-ci est juridiquement contraignante. Pour une déclaration obligatoire, le traité exige que chaque État partie fasse une déclaration qui est également juridiquement contraignante pour l'État. 
- Il est important de prêter attention à toutes les déclarations faites par votre gouvernement dans le cadre de la signature, de la ratification ou de l'adhésion à un traité, car elles peuvent affecter les obligations légales de l'État. En outre, un État peut se référer de manière inappropriée à une déclaration qu'il fait ; il est donc important de regarder ce que la déclaration est censée faire et non le nom de la déclaration.
- (Source :  The UN Treaty Handbook (pgs 12-17) disponible ici : https://treaties.un.org/doc/source/publications/THB/English.pdf

Source : Adapté du Manuel des traités de l'ONU, disponible ici (pages 12-17) : https://treaties.un.org/doc/source/publications/THB/English.pdf","Add the following question under:¿Cuál es la diferencia entre la firma, la ratificación o la adhesión a un tratado?
¿Qué es una reserva, un entendimiento o una declaración?
CONTENT OF POP-UP:
- Al ratificar un tratado, a un Estado se le permite hacerle al documento reservas, entendimientos, declaraciones o manifestaciones interpretativas. Mediante estas declaraciones, un Estado puede modificar las obligaciones legales que acuerda conforme a un tratado, expresar su interpretación de cierta disposición o acceder a obligaciones adicionales dispuestas en el tratado. Todas estas declaraciones se aplican únicamente a las obligaciones y entendimientos del Estado declarante y no afectan las obligaciones de otros Estados.
- Si bien no siempre se les denomina con el término más correcto, estas declaraciones caen por lo general en tres categorías: reservas, declaraciones interpretativas y declaraciones obligatorias o facultativas. Al formular una reserva, el Estado puede modificar las obligaciones legales a las que accede mediante el tratado y así incluirse o excluirse de acceder a ciertas porciones del tratado. Mediante una declaración interpretativa, un Estado puede esclarecer su entendimiento de una porción o de la totalidad de un tratado, pero no pretende cambiar el sentido ni las obligaciones de esa porción. Las declaraciones facultativas u obligatorias son declaraciones específicamente previstas en el tratado. Mediante una declaración facultativa, un tratado prevé que un Estado haga una declaración si este así lo decide; si el Estado decide hacer la declaración facultativa, esta es jurídicamente vinculante. En el caso de una declaración obligatoria, el tratado exige que cada Estado Parte haga una declaración de que también es jurídicamente vinculante para el Estado.
- Es importante prestar atención a las declaraciones que haya hecho el Gobierno de usted junto con su firma, ratificación o accesión a un tratado, pues estas pueden afectar las obligaciones legales del Estado. Asimismo, un Estado puede remitir incorrectamente a una declaración hecha por él, por lo que es importante fijarse en lo que se pretende lograr con la declaración y no en el nombre que se le dé a esta.
- (Fuente: Manual de Tratados de la ONU (páginas de la 12 a la 17) , que se encuentra aquí: https://treaties.un.org/doc/source/publications/THB/Spanish.pdf

Fuente: Adaptado del Manual de Tratados de la ONU (páginas de la 12 a la 17) , que se encuentra aquí: https://treaties.un.org/doc/source/publications/THB/Spanish.pdf",EN,TRUE,,,,,
